date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:41	79727/79727	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202020%2008:30:44%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/index.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/index.html	(from )
10:41:42	31/31	---M--	200	added ('OK')	text/plain	etag:%2218a0673-1f-4f596e30ca980%22	https://portotheme.com/robots.txt		(from )
10:41:42	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Mon,%2013%20Aug%202018%2011:19:04%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/icons/favicon.ico	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/icons/favicon.ico	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:43	13188/13188	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2008%20Jan%202019%2021:12:56%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/js/webfont.js	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/js/webfont.js	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:43	140936/140936	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Aug%202018%2011:19:04%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/css/bootstrap.min.css	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/css/bootstrap.min.css	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:43	174274/174274	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jun%202020%2008:01:14%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/css/style.min.css	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/css/style.min.css	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:43	57987/57987	---M-Z	200	added ('OK')	text/css	date:Sun,%2002%20Feb%202020%2020:04:24%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/css/animate.min.css	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/css/animate.min.css	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:43	55111/55111	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20May%202019%2006:00:52%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/vendor/fontawesome-free/css/all.min.css	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/vendor/fontawesome-free/css/all.min.css	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:44	61470/61470	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:44	62396/62396	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-banner-boxed-slider.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-banner-boxed-slider.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
